Week_Num,datetime_x,Article_Num,Polution,Enviroment_Polution,Biodiversity_Loss,Acid_Rain,Water_Pollution,Climate_Crisis,Accelerated_Global_Warming,Ozone_Layer_Depletion,Hazardous_Substance_Leakage,Carbon_Dioxide,Weekly_News_Count,News_Ratio,datetime_y,tempmax,tempmin,temp,dew,humidity,precip,windspeed,sealevelpressure,moonphase
294,2005-08-14,22,21,0,0,17,1,0,0,0,0,4,37692,0.000583678234108,2005-05-29,78.21428571428571,56.55714285714286,67.35714285714286,50.771428571428565,58.24285714285714,0.0101428571428571,9.385714285714286,1014.7142857142856,0.5814285714285715
295,2005-08-21,15,17,0,0,2,1,0,0,0,0,7,37692,0.0003979624323463,2005-06-05,77.54285714285713,61.01428571428572,68.65714285714286,53.71428571428572,62.52857142857143,0.0194285714285714,8.9,1007.5714285714286,0.8342857142857143
296,2005-08-28,18,12,0,0,0,0,0,0,0,0,9,37692,0.0004775549188156,2005-06-12,80.39999999999999,63.871428571428574,71.7,59.957142857142856,68.34285714285714,0.0758571428571428,7.685714285714285,1008.342857142857,0.2142857142857142
297,2005-09-04,15,9,0,0,3,0,0,0,0,0,12,37692,0.0003979624323463,2005-06-19,82.71428571428571,67.04285714285714,73.65714285714286,61.94285714285714,68.64285714285714,0.0291428571428571,8.871428571428572,1006.6142857142858,0.2985714285714285
298,2005-09-11,30,32,0,0,5,0,0,0,0,0,19,37692,0.0007959248646927,2005-06-26,86.47142857142856,70.2,76.78571428571429,66.2,71.27142857142857,0.1771428571428571,8.657142857142857,1005.3714285714286,0.5342857142857143
299,2005-09-18,17,12,0,0,0,0,0,0,0,0,10,37692,0.0004510240899925,2005-07-03,80.05714285714285,71.1,75.15714285714286,70.92857142857143,87.35714285714286,1.0657142857142856,9.757142857142856,1003.8571428571428,0.7785714285714286
300,2005-09-25,42,61,0,0,2,1,0,0,0,0,4,38160,0.0011006289308176,2005-07-10,82.64285714285714,70.78571428571429,75.85714285714286,68.51428571428572,79.02857142857144,0.3317142857142857,8.628571428571428,1003.0428571428572,0.3071428571428571
301,2005-10-02,13,14,0,0,0,0,0,0,0,0,3,39329,0.0003305448905387,2005-07-17,82.54285714285716,71.18571428571428,76.32857142857142,68.7,78.12857142857142,0.1062857142857142,8.028571428571428,1011.6428571428572,0.2485714285714285
302,2005-10-09,12,10,0,0,0,0,0,0,0,0,3,39329,0.0003051183604973,2005-07-24,91.58571428571427,76.07142857142857,82.72857142857143,73.45714285714287,74.72857142857143,0.0152857142857142,8.0,1010.0714285714286,0.4914285714285714
303,2005-10-16,10,13,0,0,0,1,0,0,0,0,2,39329,0.0002542653004144,2005-07-31,86.75714285714285,74.61428571428571,80.10000000000001,72.42857142857143,78.51428571428572,0.6904285714285715,8.914285714285715,1004.6857142857144,0.7300000000000001
304,2005-10-23,15,19,0,0,5,0,0,0,0,0,4,39329,0.0003813979506216,2005-08-07,88.54285714285713,76.0,81.82857142857142,74.04285714285713,78.57142857142857,0.28,8.871428571428572,1006.7428571428572,0.5371428571428571
305,2005-10-30,32,34,0,0,2,0,0,0,0,0,12,39329,0.0008136489613262,2005-08-14,85.55714285714285,76.0,79.89999999999999,74.58571428571429,84.32857142857142,0.6527142857142857,12.042857142857144,1009.7142857142856,0.2028571428571428
306,2005-11-06,17,19,0,0,0,0,0,0,0,0,7,39329,0.0004322510107045,2005-08-21,84.47142857142856,72.54285714285714,77.75714285714285,71.1,80.85714285714286,0.1114285714285714,11.142857142857142,1007.2428571428572,0.4428571428571429
307,2005-11-13,24,29,0,0,1,0,0,0,0,0,9,39329,0.0006102367209946,2005-08-28,78.11428571428571,65.17142857142856,71.54285714285714,63.41428571428571,77.92857142857143,0.5811428571428571,11.614285714285714,1010.5142857142856,0.6799999999999999
308,2005-11-20,26,36,0,0,3,1,0,0,0,0,2,39329,0.0006610897810775,2005-09-04,83.54285714285713,70.44285714285715,76.2,69.1,79.85714285714286,0.0032857142857142,10.414285714285716,1012.4142857142856,0.7671428571428571
309,2005-11-27,37,41,0,0,8,0,0,0,0,0,12,39329,0.0009407816115334,2005-09-11,81.94285714285715,66.22857142857143,73.82857142857142,63.0,70.74285714285715,0.0177142857142857,13.94285714285714,1011.657142857143,0.1514285714285714
310,2005-12-04,28,33,0,0,2,0,0,0,0,0,4,39329,0.0007119428411604,2005-09-18,79.3,65.57142857142857,72.38571428571429,65.51428571428572,80.39999999999999,0.9292857142857144,11.857142857142858,1015.157142857143,0.3971428571428572
311,2005-12-11,20,25,0,0,0,0,0,0,0,0,3,39329,0.0005085306008289,2005-09-25,73.21428571428571,60.385714285714286,66.44285714285715,60.642857142857146,82.84285714285714,0.2279999999999999,8.642857142857142,1015.8285714285714,0.6342857142857142
312,2005-12-18,15,13,0,0,1,0,0,0,0,0,5,39329,0.0003813979506216,2005-10-02,75.92857142857143,61.05714285714286,68.07142857142857,60.5,79.22857142857143,0.662,9.7,1018.2285714285716,0.8585714285714285
313,2005-12-25,18,14,0,0,0,0,0,0,0,0,4,38854,0.0004632727647089,2005-10-09,69.45714285714286,52.785714285714285,60.44285714285714,51.31428571428571,74.51428571428572,0.1098571428571428,7.542857142857143,1018.6428571428572,0.0971428571428571
314,2006-01-01,11,13,0,0,3,0,0,0,0,0,6,36006,0.0003055046381158,2005-10-16,70.24285714285715,49.871428571428574,60.24285714285714,48.285714285714285,68.08571428571429,0.011,10.05714285714286,1019.2428571428572,0.3414285714285714
315,2006-01-08,12,13,0,0,4,0,0,0,0,0,3,36006,0.0003332777870354,2005-10-23,64.64285714285714,43.98571428571428,54.22857142857144,43.98571428571428,71.07142857142857,0.0754285714285714,10.342857142857143,1022.0857142857144,0.5857142857142856
316,2006-01-15,13,15,0,0,2,0,0,0,0,0,3,36006,0.0003610509359551,2005-10-30,62.48571428571429,43.07142857142857,52.5,44.21428571428572,75.65714285714286,0.0181428571428571,8.857142857142858,1020.7714285714284,0.8099999999999999
317,2006-01-22,21,18,0,0,3,0,0,0,0,0,4,36006,0.0005832361273121,2005-11-06,66.1,45.957142857142856,56.7,48.4,75.8,0.1722857142857143,8.814285714285715,1018.4,0.3257142857142857
318,2006-01-29,17,20,0,0,0,0,0,0,0,0,4,36006,0.0004721435316336,2005-11-13,58.614285714285714,39.15714285714286,49.91428571428571,35.05714285714286,60.44285714285714,0.0057142857142857,12.44285714285714,1018.2428571428572,0.2885714285714286
319,2006-02-05,22,25,0,0,1,0,0,0,0,0,9,36006,0.0006110092762317,2005-11-20,46.12857142857143,26.8,36.51428571428571,18.571428571428573,51.24285714285714,0.0,10.814285714285717,1027.6714285714286,0.5328571428571428
320,2006-02-12,28,29,0,0,2,0,0,0,0,0,10,36006,0.0007776481697494,2005-11-27,53.55714285714286,32.785714285714285,43.48571428571428,33.81428571428571,71.71428571428571,0.0232857142857142,11.385714285714286,1020.3714285714286,0.7585714285714286
321,2006-02-19,30,40,0,0,1,0,0,0,0,0,5,36006,0.0008331944675887,2005-12-04,43.114285714285714,27.12857142857143,35.0,23.8,66.45714285714286,0.0745714285714285,14.05714285714286,1018.4857142857144,0.5542857142857143
322,2006-02-26,18,23,0,0,3,0,0,0,0,0,1,36006,0.0004999166805532,2005-12-11,31.571428571428573,17.442857142857143,24.957142857142856,13.342857142857143,63.4,0.0,10.314285714285717,1026.0285714285717,0.2342857142857143
323,2006-03-05,17,21,0,0,1,2,0,0,0,0,3,36006,0.0004721435316336,2005-12-18,26.62857142857143,10.94285714285714,18.685714285714287,4.085714285714286,55.0,0.0001428571428571,13.514285714285714,1025.1,0.4757142857142857
324,2006-03-12,18,20,0,0,3,0,0,0,0,0,4,36006,0.0004999166805532,2005-12-25,31.571428571428573,13.471428571428572,22.9,10.928571428571429,63.10000000000001,0.0062857142857142,11.171428571428573,1021.8142857142856,0.7057142857142857
325,2006-03-19,29,30,1,0,0,0,0,0,0,0,9,36006,0.0008054213186691,2006-01-01,33.07142857142857,15.657142857142857,24.7,13.4,64.94285714285714,0.0034285714285714,10.0,1029.6857142857143,0.65
325,2006-03-19,29,30,1,0,0,0,0,0,0,0,9,36006,0.0008054213186691,2006-01-01,35.4,27.5,33.2,30.1,88.8,0.0,6.8,1024.5,0.03
326,2006-03-26,23,22,0,0,5,0,0,0,0,0,8,36133,0.0006365372374283,2006-01-08,29.857142857142858,14.257142857142856,22.314285714285717,6.714285714285714,53.71428571428572,0.0,12.55714285714286,1025.928571428571,0.1742857142857143
327,2006-04-02,11,13,0,0,0,1,0,0,0,0,2,36451,0.0003017749855971,2006-01-15,40.91428571428571,23.385714285714283,32.2,24.642857142857142,77.22857142857143,0.1861428571428571,9.571428571428571,1022.9714285714286,0.42
328,2006-04-09,24,28,0,0,5,0,0,0,0,0,3,36451,0.0006584181503936,2006-01-22,39.18571428571429,24.385714285714283,31.542857142857144,21.085714285714285,67.37142857142858,0.0,9.671428571428573,1024.4142857142856,0.6557142857142857
329,2006-04-16,26,35,0,0,3,0,0,0,0,0,4,36451,0.0007132863295931,2006-01-29,38.91428571428571,18.6,28.9,17.857142857142858,66.34285714285714,0.0,8.714285714285714,1027.2714285714285,0.74
330,2006-04-23,21,25,0,0,2,3,0,0,0,0,6,36451,0.0005761158815944,2006-02-05,33.41428571428572,19.085714285714285,26.342857142857145,13.385714285714284,60.471428571428575,0.0055714285714285,12.5,1030.4857142857145,0.1257142857142857
331,2006-04-30,11,9,0,0,1,0,0,0,0,0,3,36451,0.0003017749855971,2006-02-12,35.07142857142857,20.357142857142858,27.928571428571427,15.542857142857144,62.642857142857146,0.0284285714285714,12.728571428571428,1023.6142857142856,0.36
332,2006-05-07,18,26,1,0,6,0,0,0,0,0,4,36451,0.0004938136127952,2006-02-19,42.5,26.12857142857143,34.51428571428571,24.4,69.97142857142858,0.0312857142857142,11.685714285714283,1023.1,0.6
333,2006-05-14,17,22,0,0,3,0,0,0,0,0,6,36451,0.0004663795231955,2006-02-26,47.22857142857144,24.82857142857143,36.028571428571425,22.82857142857143,63.41428571428572,0.0044285714285714,10.685714285714283,1025.2,0.8314285714285715
334,2006-05-21,4,3,0,0,2,0,0,0,0,0,1,36451,0.0001097363583989,2006-03-05,42.02857142857143,26.585714285714285,34.18571428571429,22.714285714285715,66.18571428571428,0.0332857142857142,13.842857142857143,1022.9,0.2128571428571428
335,2006-05-28,9,8,0,0,1,0,0,0,0,0,2,36451,0.0002469068063976,2006-03-12,50.65714285714286,32.714285714285715,40.9,27.61428571428571,63.85714285714285,0.0,13.685714285714283,1019.8857142857142,0.3042857142857142
336,2006-06-04,32,42,0,0,0,0,0,0,0,0,22,36451,0.0008778908671915,2006-03-19,48.1,28.342857142857145,38.74285714285714,25.785714285714285,63.6,0.0251428571428571,14.3,1015.6428571428572,0.5385714285714286
337,2006-06-11,22,23,0,0,10,0,0,0,0,0,9,36451,0.0006035499711942,2006-03-26,54.58571428571429,31.642857142857142,43.75714285714286,23.97142857142857,49.94285714285714,0.0,14.628571428571428,1015.7714285714284,0.7785714285714286
338,2006-06-18,19,15,0,0,3,0,0,0,0,0,9,36451,0.0005212477023949,2006-04-02,50.385714285714286,32.55714285714286,42.24285714285714,26.87142857142857,59.72857142857144,0.0995714285714285,14.8,1011.3,0.3085714285714286
339,2006-06-25,34,33,0,0,16,0,0,0,0,0,4,36097,0.0009419065296285,2006-04-09,60.84285714285714,42.35714285714285,51.285714285714285,37.58571428571429,62.48571428571428,0.0091428571428571,12.728571428571428,1013.0857142857144,0.2557142857142857
340,2006-07-02,24,24,0,0,6,0,0,0,0,0,7,35214,0.0006815471119441,2006-04-16,63.21428571428572,46.12857142857143,54.12857142857143,37.4,57.3,0.0647142857142857,14.342857142857143,1013.342857142857,0.4814285714285714
341,2006-07-09,11,14,0,0,0,0,0,0,0,0,1,35214,0.000312375759641,2006-04-23,59.31428571428571,42.8,50.5,37.71428571428572,64.51428571428572,0.0917142857142857,18.32857142857143,1009.342857142857,0.7257142857142858
342,2006-07-16,7,7,0,0,0,0,0,0,0,0,2,35214,0.000198784574317,2006-04-30,62.67142857142857,44.07142857142857,53.55714285714286,39.471428571428575,62.4,0.0355714285714285,13.385714285714286,1010.0571428571428,0.5428571428571428
343,2006-07-23,19,26,0,0,2,1,0,0,0,0,1,35214,0.000539558130289,2006-05-07,73.54285714285713,53.2,63.41428571428571,48.48571428571428,63.17142857142857,0.5418571428571429,12.942857142857145,1011.7142857142856,0.2057142857142857
344,2006-07-30,19,21,0,0,3,1,0,0,0,0,1,35214,0.000539558130289,2006-05-14,71.91428571428571,55.48571428571428,63.74285714285714,50.12857142857143,64.37142857142858,0.0021428571428571,11.44285714285714,1015.8571428571428,0.4314285714285714
345,2006-08-06,11,16,0,0,0,0,0,0,0,0,0,35214,0.000312375759641,2006-05-21,75.77142857142857,53.371428571428574,64.98571428571428,50.114285714285714,62.51428571428572,0.0,10.471428571428572,1013.6428571428572,0.6742857142857143
346,2006-08-13,19,28,0,0,1,0,0,0,0,0,1,35214,0.000539558130289,2006-05-28,72.5,57.457142857142856,64.22857142857143,55.65714285714286,76.61428571428571,0.3301428571428571,12.528571428571428,1008.5857142857144,0.6385714285714286
347,2006-08-20,25,31,0,0,3,1,0,0,0,0,5,35214,0.0007099449082751,2006-06-04,80.11428571428571,60.04285714285714,70.11428571428571,56.371428571428574,65.18571428571428,0.0054285714285714,10.085714285714284,1010.6714285714286,0.1571428571428571
348,2006-08-27,39,45,0,0,3,0,0,0,0,0,13,35214,0.0011075140569091,2006-06-11,75.3,60.94285714285714,67.54285714285714,59.01428571428572,76.07142857142857,0.2784285714285714,12.928571428571429,1002.9571428571428,0.3842857142857143
349,2006-09-03,28,40,0,0,2,0,0,0,0,0,5,35214,0.0007951382972681,2006-06-18,78.24285714285715,61.07142857142857,69.47142857142856,59.8,74.35714285714286,0.3692857142857143,11.614285714285714,1007.6142857142858,0.6228571428571429
350,2006-09-10,42,55,0,0,0,0,0,0,1,0,18,35214,0.0011927074459021,2006-06-25,80.58571428571429,64.51428571428572,72.22857142857143,64.9,79.85714285714286,0.0788571428571428,10.757142857142856,1009.342857142857,0.8714285714285713
351,2006-09-17,36,46,0,0,0,1,0,0,0,0,14,35214,0.0010223206679161,2006-07-02,79.61428571428571,68.47142857142858,73.05714285714285,69.6,89.65714285714286,0.258,10.8,1005.6428571428572,0.11
352,2006-09-24,21,22,0,0,0,0,0,0,0,0,9,35226,0.0005961505706012,2006-07-09,80.37142857142858,68.72857142857143,74.45714285714287,68.35714285714286,82.25714285714285,0.1674285714285714,9.857142857142858,1003.3142857142856,0.3357142857142857
353,2006-10-01,7,8,0,0,1,0,0,0,0,0,0,35301,0.0001982946658734,2006-07-16,80.67142857142858,71.67142857142856,75.97142857142856,73.05714285714285,91.21428571428572,3.1935714285714285,15.185714285714283,1006.7285714285716,0.5728571428571428
354,2006-10-08,18,19,0,0,1,0,0,0,0,0,4,35301,0.0005099005693889,2006-07-23,76.85714285714286,66.34285714285714,71.34285714285714,67.37142857142858,88.15714285714286,0.5345714285714286,9.37142857142857,1003.3,0.8200000000000001
355,2006-10-15,17,19,0,0,1,0,0,0,0,0,8,35301,0.0004815727599784,2006-07-30,79.65714285714286,70.45714285714287,74.47142857142856,71.11428571428571,89.98571428571428,1.7412857142857143,9.157142857142857,1011.0571428571428,0.2057142857142857
356,2006-10-22,26,23,0,0,0,0,0,0,0,0,13,35301,0.0007365230446729,2006-08-06,90.48571428571428,75.31428571428572,82.42857142857143,74.14285714285714,77.65714285714286,0.0005714285714285,11.242857142857144,1012.3,0.2914285714285714
357,2006-10-29,32,37,0,0,5,0,0,0,0,0,17,35301,0.0009064899011359,2006-08-13,91.48571428571428,73.88571428571429,82.18571428571428,73.85714285714286,77.72857142857143,0.1204285714285714,9.657142857142857,1008.3571428571428,0.5257142857142857
358,2006-11-05,27,21,0,0,5,0,0,0,0,0,8,35301,0.0007648508540834,2006-08-20,89.04285714285713,73.98571428571428,80.58571428571429,70.07142857142857,72.28571428571429,0.1731428571428571,13.44285714285714,1003.6142857142858,0.7699999999999999
359,2006-11-12,19,24,0,0,6,0,0,0,0,0,7,35301,0.0005382283787994,2006-08-27,87.41428571428571,73.89999999999999,79.61428571428571,72.3,79.7,0.3651428571428571,9.885714285714286,1010.4,0.4371428571428571
360,2006-11-19,14,16,0,0,3,0,0,0,0,0,3,35301,0.0003965893317469,2006-09-03,84.60000000000001,69.9,77.01428571428572,66.48571428571428,72.18571428571428,0.0141428571428571,9.44285714285714,1008.0,0.2385714285714285
361,2006-11-26,19,18,0,0,0,0,0,0,0,0,10,35301,0.0005382283787994,2006-09-10,76.51428571428572,59.471428571428575,67.95714285714286,57.42857142857143,71.61428571428571,0.0461428571428571,12.3,1011.842857142857,0.4771428571428571
362,2006-12-03,10,12,0,0,0,0,0,0,0,0,1,35301,0.0002832780941049,2006-09-17,77.37142857142858,58.5,67.97142857142858,54.54285714285714,64.84285714285714,0.0,9.742857142857144,1017.6142857142858,0.72
363,2006-12-10,16,22,0,0,1,0,0,0,0,0,4,35301,0.0004532449505679,2006-09-24,79.48571428571428,59.35714285714285,69.57142857142857,57.17142857142857,68.41428571428573,0.014,8.9,1015.9285714285714,0.5271428571428571
364,2006-12-17,21,20,0,2,2,0,0,0,0,0,6,35301,0.0005948839976204,2006-10-01,78.91428571428571,59.72857142857144,68.71428571428571,56.04285714285714,67.67142857142856,0.0027142857142857,9.385714285714286,1016.7571428571428,0.19
365,2006-12-24,13,11,0,0,0,0,0,0,0,0,5,35301,0.0003682615223364,2006-10-08,79.72857142857143,56.1,67.55714285714285,55.07142857142857,68.31428571428572,0.0,9.857142857142858,1013.6142857142858,0.4314285714285714
366,2006-12-31,17,26,0,0,0,0,0,0,0,0,5,36479,0.0004660215466432,2006-10-15,75.81428571428572,54.51428571428572,64.65714285714286,54.02857142857143,72.5,0.0,9.914285714285716,1018.9714285714286,0.6685714285714285
367,2007-01-07,22,25,0,0,0,0,0,0,0,0,12,36479,0.0006030867074207,2006-10-22,73.54285714285713,57.1,65.02857142857142,59.24285714285714,82.97142857142856,0.0631428571428571,8.942857142857143,1020.0428571428572,0.7542857142857143
368,2007-01-14,16,17,0,0,1,0,0,0,0,0,4,36479,0.0004386085144877,2006-10-29,64.57142857142857,46.52857142857143,56.142857142857146,45.72857142857144,70.61428571428571,0.1402857142857143,10.55714285714286,1021.9285714285714,0.1371428571428571
369,2007-01-21,25,31,1,0,3,0,0,0,0,0,9,36479,0.0006853258038871,2006-11-05,66.72857142857143,46.01428571428572,57.32857142857143,47.371428571428574,72.14285714285714,0.056,10.5,1017.1285714285714,0.38
370,2007-01-28,24,10,0,0,0,0,0,0,0,0,17,36479,0.0006579127717316,2006-11-12,53.75714285714286,35.01428571428571,45.8,30.028571428571432,58.471428571428575,0.1801428571428571,15.671428571428573,1018.7142857142856,0.6157142857142858
371,2007-02-04,59,54,0,0,5,1,0,0,0,0,32,36479,0.0016173688971737,2006-11-19,52.22857142857144,32.385714285714286,42.48571428571428,30.142857142857142,64.57142857142857,0.0467142857142857,11.05714285714286,1021.4,0.8442857142857143
372,2007-02-11,23,20,0,0,3,0,0,0,0,0,11,36479,0.0006304997395761,2006-11-26,54.41428571428571,35.75714285714286,45.285714285714285,33.05714285714286,64.54285714285714,0.0005714285714285,10.357142857142858,1023.1714285714286,0.2185714285714285
373,2007-02-18,20,21,0,0,2,0,0,0,0,0,9,36479,0.0005482606431097,2006-12-03,41.48571428571428,29.014285714285712,35.3,26.457142857142856,72.1,0.1572857142857142,11.314285714285717,1021.8285714285714,0.3257142857142857
374,2007-02-25,47,45,0,0,30,0,0,0,1,0,18,36479,0.0012884125113078,2006-12-10,42.81428571428571,27.885714285714283,35.642857142857146,25.87142857142857,69.5,0.0441428571428571,9.5,1028.0285714285717,0.5671428571428571
375,2007-03-04,33,34,0,0,4,0,0,0,0,0,17,36479,0.000904630061131,2006-12-17,43.22857142857144,27.357142857142858,35.628571428571426,28.1,76.28571428571429,0.0891428571428571,8.771428571428572,1022.8142857142856,0.7957142857142857
376,2007-03-11,31,22,0,0,1,1,0,0,1,0,14,36479,0.00084980399682,2006-12-24,42.8,22.62857142857143,32.84285714285714,24.942857142857143,74.51428571428572,0.0027142857142857,7.242857142857143,1029.642857142857,0.31
377,2007-03-18,49,50,0,0,6,0,0,0,0,0,17,36479,0.0013432385756188,2006-12-31,39.32857142857143,19.185714285714287,28.985714285714288,15.87142857142857,61.21428571428572,0.0,9.94285714285714,1026.6857142857143,0.2728571428571428
378,2007-03-25,18,14,0,0,2,0,0,0,0,0,7,36828,0.0004887585532746,2007-01-07,42.81428571428571,26.25714285714286,34.41428571428572,26.485714285714288,74.74285714285715,0.0614285714285714,10.5,1024.0,0.5171428571428571
379,2007-04-01,50,28,0,9,4,0,0,0,0,0,29,38922,0.0012846205230974,2007-01-14,33.82857142857143,17.114285714285714,25.728571428571428,13.457142857142856,62.57142857142857,0.0055714285714285,9.257142857142856,1029.9428571428573,0.7442857142857143
380,2007-04-08,29,29,0,0,4,1,0,0,0,0,10,38922,0.0007450799033965,2007-01-21,40.971428571428575,21.12857142857143,31.542857142857144,20.47142857142857,67.15714285714286,0.0011428571428571,8.071428571428571,1027.3714285714286,0.5385714285714286
381,2007-04-15,38,27,0,0,0,1,0,0,0,0,31,38922,0.000976311597554,2007-01-28,40.44285714285714,22.571428571428573,32.05714285714286,23.728571428571428,73.62857142857142,0.45,9.014285714285714,1025.185714285714,0.2128571428571428
382,2007-04-22,25,21,0,0,1,0,0,0,0,0,15,38922,0.0006423102615487,2007-02-04,37.271428571428565,17.428571428571427,27.957142857142856,15.257142857142856,61.05714285714286,0.0057142857142857,13.228571428571428,1024.6142857142856,0.4585714285714286
383,2007-04-29,47,27,0,0,5,0,0,0,0,0,33,38922,0.0012075432917116,2007-02-11,47.04285714285714,30.285714285714285,38.91428571428571,30.485714285714288,73.75714285714285,0.2507142857142857,10.685714285714283,1020.3857142857142,0.6900000000000001
384,2007-05-06,25,15,0,0,3,0,0,0,0,0,13,38922,0.0006423102615487,2007-02-18,46.1,25.942857142857143,35.72857142857143,21.642857142857142,60.471428571428575,0.0912857142857142,11.685714285714283,1018.8857142857142,0.7714285714285715
385,2007-05-13,21,14,0,0,1,0,0,0,0,0,18,38922,0.0005395406197009,2007-02-25,50.04285714285714,27.6,39.08571428571429,25.542857142857144,63.52857142857143,0.0,10.471428571428572,1020.5,0.16
386,2007-05-20,27,24,0,0,2,0,0,0,0,0,10,38922,0.0006936950824726,2007-03-04,56.32857142857143,36.028571428571425,46.51428571428572,36.08571428571429,72.7,0.2728571428571428,10.757142857142856,1022.4,0.4014285714285714
387,2007-05-27,36,32,0,0,0,0,0,0,0,0,16,38922,0.0009249267766301,2007-03-11,40.08571428571429,22.542857142857144,31.528571428571432,19.61428571428572,63.5,0.2225714285714286,18.15714285714285,1019.9142857142856,0.6371428571428571
388,2007-06-03,33,23,0,0,0,0,0,0,0,0,21,38922,0.0008478495452443,2007-03-18,52.457142857142856,30.15714285714285,41.614285714285714,25.957142857142856,57.65714285714286,0.0017142857142857,12.842857142857143,1021.9285714285714,0.8657142857142858
389,2007-06-10,26,27,0,0,1,0,0,0,0,0,9,38922,0.0006680026720106,2007-03-25,53.65714285714286,38.57142857142857,45.65714285714285,36.9,73.68571428571428,0.1038571428571428,11.657142857142857,1019.0142857142856,0.1028571428571428
390,2007-06-17,25,18,0,0,1,0,0,0,0,0,16,38922,0.0006423102615487,2007-04-01,54.31428571428571,37.6,46.34285714285714,38.71428571428572,77.02857142857144,0.3965714285714285,12.757142857142856,1010.6857142857144,0.3442857142857143
391,2007-06-24,22,23,0,0,0,2,0,0,0,0,7,38811,0.0005668496044935,2007-04-08,53.4,36.385714285714286,45.0,31.2,61.32857142857143,0.0,14.685714285714283,1020.8142857142856,0.5800000000000001
392,2007-07-01,20,30,0,0,1,0,0,0,0,0,4,38153,0.000524205173905,2007-04-15,60.04285714285714,42.67142857142857,51.3,39.72857142857144,68.84285714285714,0.1077142857142857,13.1,1015.5571428571428,0.8142857142857143
393,2007-07-08,21,14,0,0,1,0,0,0,0,0,9,38153,0.0005504154326003,2007-04-22,60.77142857142858,44.85714285714285,53.05714285714286,41.67142857142857,68.62857142857142,0.174,14.285714285714286,1012.3,0.1985714285714285
394,2007-07-15,21,18,0,0,1,0,0,0,0,0,12,38153,0.0005504154326003,2007-04-29,67.45714285714286,44.51428571428572,56.32857142857143,38.72857142857144,56.285714285714285,0.0,13.885714285714286,1016.5285714285714,0.2942857142857143
395,2007-07-22,12,14,0,0,1,0,0,0,0,0,4,38153,0.000314523104343,2007-05-06,69.7,52.01428571428572,60.60000000000001,50.58571428571429,72.45714285714287,0.0554285714285714,11.728571428571428,1008.5142857142856,0.5257142857142857
396,2007-07-29,18,16,0,0,2,0,0,0,0,0,8,38153,0.0004717846565145,2007-05-13,73.04285714285714,50.71428571428572,61.62857142857143,48.84285714285714,67.0,0.1641428571428571,13.457142857142856,1011.0,0.7642857142857142
397,2007-08-05,37,35,0,0,2,0,0,0,0,0,23,38153,0.0009697795717243,2007-05-20,70.7,54.18571428571429,62.271428571428565,52.74285714285714,73.74285714285715,0.4748571428571428,15.757142857142856,1005.1428571428572,0.4371428571428571
398,2007-08-12,27,15,0,0,0,2,0,0,0,0,20,38153,0.0007076769847718,2007-05-27,76.84285714285714,57.34285714285714,67.39999999999999,53.614285714285714,65.42857142857143,0.3858571428571428,11.428571428571429,1006.7428571428572,0.2414285714285714
399,2007-08-19,25,24,0,0,0,0,0,0,0,0,12,38153,0.0006552564673813,2007-06-03,77.48571428571428,60.65714285714286,69.18571428571428,57.48571428571428,68.38571428571429,0.0011428571428571,11.44285714285714,1010.7,0.47
400,2007-08-26,31,28,0,0,2,0,0,0,0,0,20,38153,0.0008125180195528,2007-06-10,75.81428571428572,61.3,68.68571428571428,59.65714285714285,74.84285714285714,0.0215714285714285,10.928571428571429,1010.1,0.7157142857142856
401,2007-09-02,17,14,0,0,0,0,0,0,0,0,9,38153,0.0004455743978193,2007-06-17,85.2,63.1,74.39999999999999,52.62857142857143,51.21428571428572,0.0082857142857142,12.685714285714283,1010.0142857142856,0.5328571428571428
402,2007-09-09,36,36,0,0,0,0,0,0,0,0,22,38153,0.0009435693130291,2007-06-24,82.98571428571428,65.87142857142858,74.52857142857144,63.871428571428574,72.48571428571428,0.254,10.214285714285714,1008.0142857142856,0.1971428571428571
403,2007-09-16,20,17,0,0,1,0,0,0,0,0,12,38153,0.000524205173905,2007-07-01,80.45714285714287,68.64285714285714,74.22857142857143,68.67142857142856,84.02857142857144,0.559142857142857,11.771428571428572,1004.842857142857,0.4228571428571429
404,2007-09-23,19,22,0,0,1,0,0,0,0,0,3,38153,0.0004979949152098,2007-07-08,81.58571428571429,69.28571428571429,74.81428571428572,69.31428571428572,84.45714285714287,0.8105714285714286,10.171428571428573,1003.1,0.6614285714285714
405,2007-09-30,30,23,0,0,3,0,0,0,0,0,9,41194,0.0007282613972908,2007-07-15,81.95714285714287,68.07142857142857,74.68571428571428,64.85714285714286,73.3,0.2588571428571428,11.957142857142856,1002.7714285714284,0.63
406,2007-10-07,28,23,0,0,3,0,0,0,1,0,14,41194,0.0006797106374714,2007-07-22,81.9,69.2,74.71428571428571,69.42857142857143,84.84285714285714,0.6965714285714286,9.728571428571428,1001.7428571428572,0.1485714285714285
407,2007-10-14,44,41,0,0,0,0,0,0,0,0,25,41194,0.0010681167160266,2007-07-29,82.67142857142858,73.11428571428571,77.34285714285714,72.38571428571429,85.62857142857142,0.3307142857142857,9.742857142857144,1009.8285714285714,0.3742857142857143
408,2007-10-21,50,52,1,0,0,0,0,0,0,0,21,41194,0.0012137689954847,2007-08-05,85.17142857142856,73.35714285714286,79.15714285714286,73.77142857142857,84.5,0.5178571428571429,12.1,1006.0714285714286,0.6114285714285714
